एक खरीद को ईएमआई में बदलने पर कितनी फ़ीस और चार्जेस लागू होते हैं?,"किसी भी खरीदारी को ईएमआई में बदलने पर प्रोसेसिंग फ़ीस, इंटरेस्ट फ़ीस और फ़ोरक्लोज़र फ़ीस लगता है।\n\nप्रोसेसिंग फ़ीस transaction अमाउंट का 1% या 99 रुपये, जो भी अधिक हो, + लागू जीएसटी होता है।\n\nआपके क्रेडिट उपयोग, हमारी रिस्क पॉलिसी और कई अन्य चीज़ो की वजह से ईएमआई इंटरेस्ट रेट 12-24% के बीच होती है।\n\nफ़ोरक्लोज़र फ़ीस बची हुई प्रिंसिपल अमाउंट का 3% या रु. 99, जो भी ज़्यादा हो, + लागू जीएसटी होता है। ",
What if I miss my EMI payment?,"EMI payments are part of the monthly Minimum Amount Due (MAD). Missing the EMI payment for 60 days leads to automatic foreclosure, and missing for 90 days may result in OneCard blocking. Additionally, your credit score will be negatively impacted. 💳⏰\n\nKeep your financial journey smooth and your credit score positive by making your monthly payments regularly! 😊💳 ",
अगर मुझसे ईएमआई पेमेंट करने में चूक होती है तो क्या होगा?,"ईएमआई पेमेंट्स मासिक मिनिमम अमाउंट ड्यू ( MAD ) का एक हिस्सा होते हैं।\n\n60 दिनों के लिए पेमैंट न करने पर ईएमआई का ऑटोमैटिक फोरक्लोज़र हो सकता है।\n\n90 दिनों के लिए पेमैंट न करने पर OneCard को ब्लॉक कर दिया जा सकता है। साथ ही, आपके क्रेडिट स्कोर पर भी बुरा प्रभाव पड़ सकता है।\n\nहमेशा समय पर पेमैंट करने की कोशिश करें | ",
What is EMI foreclosure? How to initiate the same?,"Foreclosure means making a single payment to repay the entire outstanding amount before completion of the EMI tenure.\n\nTo initiate EMI foreclosure, click on the link below:\n\nhttps://1cardapp.page.link/edb ",
ईएमआई फ़ोरक्लोज़र क्या है? इसको शुरु कैसे करें?,"फ़ोरक्लोज़र का अर्थ है ईएमआई की अवधि/ टेन्योर पूरी होने से पहले पूरी आउटस्टैंडिंग अमाउंट चुकाने के लिए एक बार में पेमेंट करना।\n\nईएमआई फोरक्लोजर शुरू करने के लिए, नीचे दिए गए लिंक पर क्लिक करें:\n\nhttps://1cardapp.page.link/edb ",
Why are all my Installments not equal?,"One Credit Card EMI operates on a reducing balance method, which means that each month, you repay a portion of the principal amount along with the interest on the remaining outstanding balance. As a result, the EMI amount decreases over time.\n\nAdditionally, the GST is applicable to the fees and charges associated with the EMI. The GST rate is subject to government regulations and can impact the overall cost of the EMI.",
मेरी सभी किश्तें बराबर क्यों नहीं हैं?,"OneCard ईएमआई रिड्यूसिंग बैलेंस मेथड पर काम करता है। \n\nइसलिए प्रत्येक महीने, आप एक अलग इंटरेस्ट और प्रिंसिपल अमाउंट चुकाते हैं बचे हुए आउटस्टैंडिंग बैलेंस पर। \n\nलेकिन सरकार द्वारा जीएसटी लगाया जाता है, जो इंटरेस्ट के आधार पर बदलता है, जिससे आपकी ईएमआई की राशि बदल जाती है।",
Why can't I see any transactions in the EMI dashboard?,"Only the eligible transactions are visible in the EMI dashboard. \n\nDisputed, not settled, billed or already converted transactions and non-purchase transactions like repayments, refunds, rewards are not eligible for EMI.\n\nOther possible reasons include:\n\n1. Transaction amount is less than the minimum eligible amount i.e. Rs.2500 or greater than the Total Outstanding Balance.\n\n2. Transaction is not from the present bill cycle.\n\n3. Transaction belongs to unsupported merchant categories that includes Jewellery, Fuel, Rent & Transfers. ",
मुझे ईएमआई डैशबोर्ड पर कोई ट्रांज़ेकशन्स दिखाई क्यों नहीं दे रही है?,"एलिजिबिल transaction केवल ईएमआई डैशबोर्ड में दिखाई जाती है।\n\nडिस्प्यूट, सेटल नहीं हुये, बिल किया गया या पहले से ही कन्वर्ट किए गए transactions और अन्य transactions जैसे रीपेमेंट, रिफंड और रिवार्ड्स ईमआई के लिए योग्य नहीं हैं।\n\nअन्य संभावित कारणों में शामिल हैं:\n\n1.Transaction की amount मिनिमम एलिजिबिल amount, अर्थात Rs.2500 से कम है या टोटल आउटस्टैंडिंग amount से ज़्यादा है।\n\n2.Transaction वर्तमान बिल साइकिल में नहीं है।\n\n3.Transaction अनसपोर्टेड मर्चेंट कैटेगरी में है जिसमें ज्वेलरी, फ्यूल, किराया/ रेंट और ट्रांसफर शामिल है। ",
Why is my 1st EMI installment higher than others?,"Your first EMI is higher than other installments as it includes a one time processing fee in addition to the regular principle amount, interest and GST charges. \n\nThis upfront payment ensures a smooth start to your repayment journey, with subsequent EMIs becoming more manageable over time. ",
मेरी ईएमआई की पहली किश्त दूसरों की तुलना में अधिक क्यों है?,"आपकी पहली EMI अन्य किस्तों से ज़्यादा होती है क्योंकि इसमें प्रिंसिपल अमाउंट, ब्याज और GST शुल्क के अलावा एक बार की प्रोसेसिंग फीस भी शामिल होती है। ",
Why is the EMI amount shown and charged different?,The EMI amount consists of an interest and principal component. \n\nkindly note that the charged amount also includes GST that is levied on fees and charges and is subject to change as per the Government Rules and Regulations. \n\nCurrently the applicable GST is 18%. ,
ईएमआई राशि दिखाई अलग जाती और चार्ज अलग क्यों की जाती है?,EMI amount में ब्याज और प्रिंसिपल अमाउंट शामिल है जो फिक्स होते हैं।\n\nकृपया ध्यान दें कि जो अमाउंट चार्ज किया जाता है उसमें फ़ीस और चार्जेस पर जीएसटी लागू की जाती है और सरकारी नियम के अनुसार बदल सकती है।\n\nवर्तमान में लागू जीएसटी 18% है। ,
Can I control card and transactions action of my add-on family member?,"Absolutely! With the MyFamily feature, you have full control over the card and transaction actions of your add-on family member. Manage everything seamlessly from your MyFamily section. \n\nEnjoy the enhanced control and flexibility with One Credit Card! ",
क्या मैं अपने ऐड-ऑन पारिवारिक सदस्य के कार्ड और ट्रांज़ेकशन्स की कार्रवाई को नियंत्रित कर सकती / ता हूं?,जी हाँ! आप अपने MyFamily सेक्शन से अपने एड-ऑन पारिवारिक सदस्यों के कार्ड और ट्रांज़ेकशन की एक्टिविटी को कंट्रोल कर सकते हैं। ,
Can I redeem the reward points of my add-on family member?,"Yes! You can indeed redeem the reward points earned by the add-on family member, adding more value and benefits to your One Credit Card experience. \n\nEnjoy the perks together! ",
